ticker,strategy,open_date,close_date,short_expiry,long_expiry,strike,entry_credit,entry_debit,pnl,pnl_norm,win,trade_date,rv30,iv30,iv60,forward_iv_30_60,forward_factor_30_60,ts45,iv30_rv30,avg_volume,expected_move_pct
VIX,short_straddle_hold,2023-01-27,2023-03-01,2023-03-01,,19.0,3.57,0.0,198.99998,0.55742294,True,2023-01-27,0.8306697777133213,0.856765900339399,0.5888618784291404,0.0,,0.0005923479795455933,1.031415760301182,0.0,17.01
VIX,long_call_calendar_30_60,2023-01-27,2023-03-01,2023-03-01,2023-03-22,19.0,2.86,2.819999933242798,92.99999,0.3297872,True,2023-01-27,0.8306697777133213,0.856765900339399,0.5888618784291404,0.0,,0.0005923479795455933,1.031415760301182,0.0,17.01
VIX,long_straddle_calendar_30_60,2023-01-27,2023-03-01,2023-03-01,2023-03-22,19.0,3.57,4.079999923706055,86.999985,0.21323526,True,2023-01-27,0.8306697777133213,0.856765900339399,0.5888618784291404,0.0,,0.0005923479795455933,1.031415760301182,0.0,17.01
SPX,short_straddle_hold,2023-01-30,2023-03-01,2023-03-01,,4020.0,167.01999,0.0,9840.999,0.58921087,True,2023-01-30,0.15835667569454168,0.17647600173950195,0.17585399746894836,0.17522978531533132,0.00711189836778053,0.0020070382053889928,1.11442098014176,0.0,4.16
SPX,long_call_calendar_30_60,2023-01-30,2023-03-01,2023-03-01,2023-03-31,4020.0,89.81,131.47000122070312,1765.9996,0.13432719,True,2023-01-30,0.15835667569454168,0.17647600173950195,0.17585399746894836,0.17522978531533132,0.00711189836778053,0.0020070382053889928,1.11442098014176,0.0,4.16
SPX,long_straddle_calendar_30_60,2023-01-30,2023-03-01,2023-03-01,2023-03-31,4020.0,167.01999,239.10000610351562,3125.998,0.1307402,True,2023-01-30,0.15835667569454168,0.17647600173950195,0.17585399746894836,0.17522978531533132,0.00711189836778053,0.0020070382053889928,1.11442098014176,0.0,4.16
VIX,short_straddle_hold,2023-01-30,2023-03-01,2023-03-01,,20.0,3.41,0.0,283.00003,0.8299121,True,2023-01-30,0.8235728050295054,0.6544529795646667,0.6649282191480909,0.6752409723778859,-0.03078603589473179,-0.005760419012304161,0.7946510321467212,0.0,15.9
VIX,long_call_calendar_30_60,2023-01-30,2023-03-01,2023-03-01,2023-03-22,20.0,2.46,2.569999933242798,123.0,0.47859922,True,2023-01-30,0.8235728050295054,0.6544529795646667,0.6649282191480909,0.6752409723778859,-0.03078603589473179,-0.005760419012304161,0.7946510321467212,0.0,15.9
VIX,long_straddle_calendar_30_60,2023-01-30,2023-03-01,2023-03-01,2023-03-22,20.0,3.41,4.309999942779541,138.00002,0.32018566,True,2023-01-30,0.8235728050295054,0.6544529795646667,0.6649282191480909,0.6752409723778859,-0.03078603589473179,-0.005760419012304161,0.7946510321467212,0.0,15.9
XSP,short_straddle_hold,2023-01-30,2023-03-01,2023-03-01,,402.0,16.7,0.0,984.0,0.58922154,True,2023-01-30,0.1583187366067306,0.17722199857234955,0.18827399611473083,0.19871225037234494,-0.10814759412027784,-0.010723481244511075,1.119400030411911,0.0,4.16
XSP,long_call_calendar_30_60,2023-01-30,2023-03-01,2023-03-01,2023-03-31,402.0,9.03,13.199999809265137,175.99997,0.13333331,True,2023-01-30,0.1583187366067306,0.17722199857234955,0.18827399611473083,0.19871225037234494,-0.10814759412027784,-0.010723481244511075,1.119400030411911,0.0,4.16
XSP,long_straddle_calendar_30_60,2023-01-30,2023-03-01,2023-03-01,2023-03-31,402.0,16.7,23.920000076293945,313.99994,0.13127087,True,2023-01-30,0.1583187366067306,0.17722199857234955,0.18827399611473083,0.19871225037234494,-0.10814759412027784,-0.010723481244511075,1.119400030411911,0.0,4.16
VIX,short_straddle_hold,2023-01-31,2023-03-01,2023-03-01,,19.0,3.65,0.0,207.00002,0.56712335,True,2023-01-31,0.8241884909935617,0.7491205959093004,0.6259415873459407,0.47161856867897683,0.5884035228036466,7.831611674585288e-05,0.9089190204612457,0.0,17.29
VIX,long_call_calendar_30_60,2023-01-31,2023-03-01,2023-03-01,2023-03-22,19.0,3.0,2.7899999618530273,110.0,0.39426523,True,2023-01-31,0.8241884909935617,0.7491205959093004,0.6259415873459407,0.47161856867897683,0.5884035228036466,7.831611674585288e-05,0.9089190204612457,0.0,17.29
VIX,long_straddle_calendar_30_60,2023-01-31,2023-03-01,2023-03-01,2023-03-22,19.0,3.65,4.099999904632568,93.00003,0.22682935,True,2023-01-31,0.8241884909935617,0.7491205959093004,0.6259415873459407,0.47161856867897683,0.5884035228036466,7.831611674585288e-05,0.9089190204612457,0.0,17.29
VIX,short_straddle_hold,2023-02-01,2023-03-01,2023-03-01,,18.0,3.27,0.0,69.00001,0.2110092,True,2023-02-01,0.8336879391621184,0.6495970601127261,0.5944494711501258,0.5336328391265214,0.21731087834853108,0.0037915092296701264,0.7791849079232103,0.0,16.11
VIX,long_call_calendar_30_60,2023-02-01,2023-03-01,2023-03-01,2023-03-22,18.0,2.88,2.740000009536743,76.00002,0.27737236,True,2023-02-01,0.8336879391621184,0.6495970601127261,0.5944494711501258,0.5336328391265214,0.21731087834853108,0.0037915092296701264,0.7791849079232103,0.0,16.11
VIX,long_straddle_calendar_30_60,2023-02-01,2023-03-01,2023-03-01,2023-03-22,18.0,3.27,3.6700000762939453,44.000008,0.11989103,True,2023-02-01,0.8336879391621184,0.6495970601127261,0.5944494711501258,0.5336328391265214,0.21731087834853108,0.0037915092296701264,0.7791849079232103,0.0,16.11
VIX,short_straddle_hold,2023-02-02,2023-03-01,2023-03-01,,19.0,3.4900002,0.0,191.00002,0.5472779,True,2023-02-02,0.8568736561428725,0.7179164886474609,0.6345245667866298,0.5383667588546126,0.3335082020569851,-0.006044292144286327,0.8378323729534262,0.0,16.45
VIX,long_call_calendar_30_60,2023-02-02,2023-03-01,2023-03-01,2023-03-22,19.0,2.89,2.759999990463257,102.00001,0.36956525,True,2023-02-02,0.8568736561428725,0.7179164886474609,0.6345245667866298,0.5383667588546126,0.3335082020569851,-0.006044292144286327,0.8378323729534262,0.0,16.45
VIX,long_straddle_calendar_30_60,2023-02-02,2023-03-01,2023-03-01,2023-03-22,19.0,3.4900002,4.069999694824219,80.00007,0.19656038,True,2023-02-02,0.8568736561428725,0.7179164886474609,0.6345245667866298,0.5383667588546126,0.3335082020569851,-0.006044292144286327,0.8378323729534262,0.0,16.45
SPY,short_straddle_1w,2023-02-24,2023-03-01,2023-03-24,,382.0,22.81,0.0,225.0,0.09864095,True,2023-02-24,0.17202350746240505,0.22345500120094844,0.20776670958314622,0.19079275054440353,0.17119230454693488,-0.002243228245664526,1.2989794505252923,84763426.33333333,5.77
QQQ,short_straddle_1w,2023-02-24,2023-03-01,2023-03-24,,287.0,18.09,0.0,164.99997,0.091210596,True,2023-02-24,0.24965451589247556,0.27255057862826754,0.2626820036343166,0.2524279147718707,0.079716476185221,-0.002345738984920361,1.0917109897008759,55801605.06666667,6.22
SPX,short_straddle_1w,2023-02-24,2023-03-01,2023-03-27,,3970.0,182.09,0.0,2017.9993,0.11082428,True,2023-02-24,0.1564171671341851,0.19747433563073477,0.1887995728424617,0.17970655018165566,0.09887110642944634,-0.0004230446285671658,1.2624850535832048,0.0,4.6
