ticker,strategy,open_date,close_date,short_expiry,long_expiry,strike,entry_credit,entry_debit,pnl,pnl_norm,win,trade_date,rv30,iv30,iv60,forward_iv_30_60,forward_factor_30_60,ts45,iv30_rv30,avg_volume,expected_move_pct
SPX,short_straddle_hold,2023-06-02,2023-07-03,2023-07-03,,4280.0,115.68,0.0,-5990.9995,-0.51789415,False,2023-06-02,0.11060495665631204,0.10935799777507782,0.12523994180891249,0.13932305757205318,-0.21507609952845347,1.665725121422428e-05,0.9887260126586465,0.0,2.7
SPX,long_call_calendar_30_60,2023-06-02,2023-07-03,2023-07-03,2023-07-31,4280.0,67.5,105.30999755859375,-1314.0,-0.12477448,False,2023-06-02,0.11060495665631204,0.10935799777507782,0.12523994180891249,0.13932305757205318,-0.21507609952845347,1.665725121422428e-05,0.9887260126586465,0.0,2.7
SPX,long_straddle_calendar_30_60,2023-06-02,2023-07-03,2023-07-03,2023-07-31,4280.0,115.68,177.58999633789062,-2497.0,-0.14060476,False,2023-06-02,0.11060495665631204,0.10935799777507782,0.12523994180891249,0.13932305757205318,-0.21507609952845347,1.665725121422428e-05,0.9887260126586465,0.0,2.7
XSP,short_straddle_hold,2023-06-02,2023-07-03,2023-07-03,,430.0,11.200001,0.0,-435.99997,-0.38928565,False,2023-06-02,0.11053898908655191,0.11433233072360356,0.12108838558197021,0.12748691068891865,-0.10318376917465384,-0.020478066802024842,1.0343167751794933,0.0,2.7
XSP,long_call_calendar_30_60,2023-06-02,2023-07-03,2023-07-03,2023-07-31,430.0,5.55,9.229999542236328,-98.99998,-0.10725892,False,2023-06-02,0.11053898908655191,0.11433233072360356,0.12108838558197021,0.12748691068891865,-0.10318376917465384,-0.020478066802024842,1.0343167751794933,0.0,2.7
XSP,long_straddle_calendar_30_60,2023-06-02,2023-07-03,2023-07-03,2023-07-31,430.0,11.200001,17.149999618530273,-183.99982,-0.107288525,False,2023-06-02,0.11053898908655191,0.11433233072360356,0.12108838558197021,0.12748691068891865,-0.10318376917465384,-0.020478066802024842,1.0343167751794933,0.0,2.7
SPY,short_straddle_1w,2023-06-26,2023-07-03,2023-07-28,,419.0,19.68,0.0,-816.0,-0.41463414,False,2023-06-26,0.10686443614963707,0.15128500120980398,0.1478394977748394,0.14431175493903156,0.0483207086887583,-0.0014176348845163981,1.4156721044030678,86165648.43333334,4.55
QQQ,short_straddle_1w,2023-06-26,2023-07-03,2023-07-28,,352.0,18.130001,0.0,-459.0,-0.25317153,False,2023-06-26,0.16597618879632736,0.1893618596451623,0.19581474736332893,0.20206166554211744,-0.0628511393434397,-0.0021954161780221118,1.1408977457455176,56036806.96666667,5.0
SPX,short_straddle_1w,2023-06-26,2023-07-03,2023-07-26,,4330.0,117.490005,0.0,-4568.9985,-0.388884,False,2023-06-26,0.09936919324688452,0.11562900245189667,0.12350861498942742,0.13091481866157284,-0.11676154285628619,-0.005023974747884841,1.163630282924954,0.0,2.71
TSLA,short_straddle_1w,2023-06-26,2023-07-03,2023-07-28,,240.0,35.32,0.0,-1090.0001,-0.30860704,False,2023-06-26,0.5258704281474554,0.62083899974823,0.5425660163164139,0.45090431414496746,0.3768752710328424,-0.0018460594818567146,1.1805931014895272,151510418.63333333,14.6
AAPL,short_straddle_1w,2023-06-26,2023-07-03,2023-07-28,,185.0,8.469999,0.0,-180.00002,-0.21251479,False,2023-06-26,0.1662326910311356,0.1766419964177268,0.2041192501783371,0.22831325342233844,-0.22631737855808623,-0.0002452751900676236,1.0626188827361371,59866860.7,4.56
IWM,short_straddle_1w,2023-06-26,2023-07-03,2023-07-28,,175.0,10.47,0.0,-392.99994,-0.3753581,False,2023-06-26,0.1845943765048276,0.20893529057502747,0.1904430016875267,0.16995034020513006,0.22939024613214998,-0.0031308981634321663,1.1318616229328269,35950485.9,5.77
NVDA,short_straddle_1w,2023-06-26,2023-07-03,2023-07-28,,70.0,338.51,0.0,-1438.9984,-0.042509776,False,2023-06-26,0.8054632301972446,0.5435372761317662,0.5536297410726547,0.5635414890277465,-0.035497320579701605,-0.0011821644646780823,0.6748132698728692,564072300.2333333,82.93
VIX,short_straddle_1w,2023-06-26,2023-07-03,2023-07-26,,14.0,3.32,0.0,97.0,0.29216868,True,2023-06-26,0.7892938836153118,0.6547120213508606,0.5983960458210537,0.5361975609858882,0.2210276006236654,-0.007819418693301685,0.8294908081030511,0.0,19.79
