ticker,strategy,open_date,close_date,short_expiry,long_expiry,strike,entry_credit,entry_debit,pnl,pnl_norm,win,trade_date,rv30,iv30,iv60,forward_iv_30_60,forward_factor_30_60,ts45,iv30_rv30,avg_volume,expected_move_pct
SPX,short_straddle_hold,2023-03-31,2023-05-01,2023-05-01,,4110.0,149.82,0.0,9195.001,0.6137365,True,2023-03-31,0.16932981860654595,0.15286599596341452,0.1654511958360672,0.17714452767523658,-0.1370549349192005,-0.000748101349860903,0.902770682809348,0.0,3.66
SPX,long_call_calendar_30_60,2023-03-31,2023-05-01,2023-05-01,2023-05-31,4110.0,73.86,117.23999786376953,905.99976,0.07727736,True,2023-03-31,0.16932981860654595,0.15286599596341452,0.1654511958360672,0.17714452767523658,-0.1370549349192005,-0.000748101349860903,0.902770682809348,0.0,3.66
SPX,long_straddle_calendar_30_60,2023-03-31,2023-05-01,2023-05-01,2023-05-31,4110.0,149.82,226.20999145507812,1566.002,0.06922779,True,2023-03-31,0.16932981860654595,0.15286599596341452,0.1654511958360672,0.17714452767523658,-0.1370549349192005,-0.000748101349860903,0.902770682809348,0.0,3.66
XSP,short_straddle_hold,2023-03-31,2023-05-01,2023-05-01,,410.0,15.219999,0.0,842.99994,0.55387646,True,2023-03-31,0.16917055152025048,0.15685399870077768,0.16414000391960143,0.17111605671306823,-0.0833472807067167,-0.023346177405781217,0.9271944631687362,0.0,3.72
XSP,long_call_calendar_30_60,2023-03-31,2023-05-01,2023-05-01,2023-05-31,410.0,8.04,12.390000343322754,65.999985,0.053268753,True,2023-03-31,0.16917055152025048,0.15685399870077768,0.16414000391960143,0.17111605671306823,-0.0833472807067167,-0.023346177405781217,0.9271944631687362,0.0,3.72
XSP,long_straddle_calendar_30_60,2023-03-31,2023-05-01,2023-05-01,2023-05-31,410.0,15.219999,22.880001068115234,108.999825,0.047639783,True,2023-03-31,0.16917055152025048,0.15685399870077768,0.16414000391960143,0.17111605671306823,-0.0833472807067167,-0.023346177405781217,0.9271944631687362,0.0,3.72
SPY,short_straddle_1w,2023-04-24,2023-05-01,2023-05-26,,399.0,21.49,0.0,-51.000023,-0.023731979,False,2023-04-24,0.15099293456403817,0.1787554302385875,0.18355949968099594,0.1882410051144346,-0.050390587694114045,0.0005308190981547037,1.1838661905254573,93757846.3,5.21
QQQ,short_straddle_1w,2023-04-24,2023-05-01,2023-05-26,,311.0,16.7,0.0,-96.99993,-0.058083788,False,2023-04-24,0.1867153796831997,0.21417599703584397,0.21682199835777283,0.21943609602209532,-0.023970983268503384,-0.0006749015478860766,1.1470720697954113,60505673.43333333,5.29
SPX,short_straddle_1w,2023-04-24,2023-05-01,2023-05-24,,4140.0,134.36,0.0,1400.0,0.10419768,True,2023-04-24,0.13653953659322457,0.13632500171661377,0.14776799827814102,0.15838641525466327,-0.13928854632247228,0.0011237111119996935,0.9984287710214665,0.0,3.25
TSLA,short_straddle_1w,2023-04-24,2023-05-01,2023-05-26,,165.0,19.21,0.0,288.99994,0.15044245,True,2023-04-24,0.5292410685781943,0.49386742285319735,0.4992495894432068,0.5045743490931364,-0.02121971966902878,-9.772503417543457e-05,0.9331615631794633,133026912.73333333,11.8
