ticker,strategy,open_date,close_date,near_expiry,far_expiry,spot_at_open,spot_at_close,strike_15d_30dte,strike_50d_30dte,strike_85d_30dte,strike_50d_60dte,entry_cashflow,exit_cashflow,notional
SPY,short_straddle_hold,2020-01-31,2020-03-02,2020-03-02,,321.49,305.36,,322.0,,,12.09,-16.6400146484375,12.09
SPY,long_call_calendar_30_60,2020-01-31,2020-03-02,2020-03-02,2020-03-31,321.49,305.36,,322.0,,322.0,-2.0899997,1.3799999952316284,14.129999
SPY,long_straddle_calendar_30_60,2020-01-31,2020-03-02,2020-03-02,2020-03-31,321.49,305.36,,322.0,,322.0,-4.7199993,4.00998592376709,28.900002
SPX,short_straddle_hold,2020-01-31,2020-03-02,2020-03-02,,3217.0737,3052.91,,3225.0,,,119.55205,-172.090087890625,119.55205
AAPL,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,300.6,292.26,,302.5,,,23.55,-25.260000228881836,23.55
QQQ,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,222.56,213.53,,223.0,,,12.74,-14.520000457763672,12.74
NIO,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,3.88,4.07,,4.0,,,1.1700001,-1.0199999809265137,1.1700001
MSFT,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,172.36,169.13,,172.5,,,13.52,-14.100000381469727,13.52
EEM,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,41.76,41.14,,42.0,,,2.23,-2.6100001335144043,2.23
BABA,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,206.79,209.1,,207.5,,,16.26,-15.119999885559082,16.26
BA,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,318.55,289.01,,320.0,,,23.55,-39.60000228881836,23.55
GE,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,11.89,11.11,,12.0,,,1.0,-1.3300000429153442,1.0
NVDA,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,275.74,273.53,,280.0,,,31.83,-34.09000015258789,31.83
F,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,7.6,7.13,,7.5,,,0.64,-0.6699999570846558,0.64
GDX,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,30.95,27.29,,31.0,,,2.28,-3.990000009536743,2.28
NFLX,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,369.09,377.11,,372.5,,,32.05,-38.150001525878906,32.05
USO,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,10.74,9.86,,11.0,,,0.97,-1.350000023841858,0.97
ZM,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,105.48,114.42,,110.0,,,23.8,-22.349998474121094,23.8
WMT,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,116.72,115.35,,117.0,,,5.3,-6.849999904632568,5.3
DAL,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,54.34,46.38,,55.0,,,4.38,-9.34000015258789,4.38
JD,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,39.49,43.24,,40.0,,,4.44,-5.230000019073486,4.44
SQQQ,short_straddle_1w,2020-02-24,2020-03-02,2020-03-20,,19.15,21.1,,20.0,,,3.54,-4.210000038146973,3.54
DIA,short_straddle_1w,2020-02-24,2020-03-02,2020-03-27,,280.73,263.93,,281.0,,,14.0,-20.459999084472656,14.0
NCLH,short_straddle_1w,2020-02-24,2020-03-02,2020-03-20,,42.68,34.87,,42.5,,,4.0299997,-7.980000019073486,4.0299997
