ticker,strategy,open_date,close_date,near_expiry,far_expiry,spot_at_open,spot_at_close,strike_15d_30dte,strike_50d_30dte,strike_85d_30dte,strike_50d_60dte,entry_cashflow,exit_cashflow,notional
AAPL,short_straddle_hold,2021-03-01,2021-04-01,2021-04-01,,127.51,122.56,,128.0,,,9.47,-5.44000244140625,9.47
AAPL,long_call_butterfly_hold,2021-03-01,2021-04-01,2021-04-01,,127.51,122.56,141.0,128.0,114.0,,-6.34,8.55999755859375,6.34
AAPL,long_call_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,127.51,122.56,,128.0,,128.75,-0.77,0.4399999976158142,9.83
AAPL,long_straddle_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,127.51,122.56,,128.0,,128.75,-2.2799997,1.5899977684020996,21.220001
AMC,short_straddle_hold,2021-03-01,2021-04-01,2021-04-01,,9.2,9.2,,11.0,,,5.3900003,-1.8000001907348633,5.3900003
AMD,short_straddle_hold,2021-03-01,2021-04-01,2021-04-01,,86.2,80.88,,87.0,,,8.6,-6.120002746582031,8.6
AMD,long_call_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,86.2,80.88,,87.0,,87.5,-0.8399999,0.4300000071525574,8.62
AMD,long_straddle_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,86.2,80.88,,87.0,,87.5,-2.1199994,1.3199973106384277,19.32
PLTR,short_straddle_hold,2021-03-01,2021-04-01,2021-04-01,,24.88,22.97,,26.0,,,5.58,-3.030000686645508,5.58
PLTR,long_call_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,24.88,22.97,,26.0,,26.0,-0.5799999,0.3199999928474426,5.04
PLTR,long_straddle_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,24.88,22.97,,26.0,,26.0,-1.1600001,0.6399991512298584,12.32
NIO,short_straddle_hold,2021-03-01,2021-04-01,2021-04-01,,50.0,39.67,,52.0,,,11.48,-12.330001831054688,11.48
NIO,long_call_butterfly_hold,2021-03-01,2021-04-01,2021-04-01,,50.0,39.67,70.0,52.0,40.0,,-3.3799992,0.0,9.379999
NIO,long_call_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,50.0,39.67,,52.0,,55.0,0.12000036,0.07000000029802322,9.4
NIO,long_straddle_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,50.0,39.67,,52.0,,55.0,-2.81,3.1099977493286133,25.769999
F,short_straddle_hold,2021-03-01,2021-04-01,2021-04-01,,12.01,12.14,,12.0,,,1.3199999,-0.1400003433227539,1.3199999
F,long_call_butterfly_hold,2021-03-01,2021-04-01,2021-04-01,,12.01,12.14,14.0,12.0,10.5,,-0.4899999,1.359999656677246,0.9899999
F,long_call_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,12.01,12.14,,12.0,,12.0,-0.120000005,0.30999964475631714,1.46
F,long_straddle_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,12.01,12.14,,12.0,,12.0,-0.25000006,0.6299996376037598,2.8899999
NVDA,short_straddle_hold,2021-03-01,2021-04-01,2021-04-01,,550.9,551.12,,555.0,,,52.72,-3.8800048828125,52.72
NVDA,long_call_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,550.9,551.12,,555.0,,555.0,-6.84,13.329999923706055,55.5
NVDA,long_straddle_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,550.9,551.12,,555.0,,555.0,-13.699999,26.4899959564209,119.14
AMZN,short_straddle_hold,2021-03-01,2021-04-01,2021-04-01,,3144.93,3157.35,,3155.0,,,202.34,-2.35009765625,202.34
AMZN,long_call_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,3144.93,3157.35,,3155.0,,3160.0,-23.229996,50.549903869628906,217.19
AMZN,long_straddle_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,3144.93,3157.35,,3155.0,,3160.0,-50.750008,105.34989929199219,455.43
MSFT,short_straddle_hold,2021-03-01,2021-04-01,2021-04-01,,236.69,242.26,,237.5,,,14.1,-4.7599945068359375,14.1
MSFT,long_call_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,236.69,242.26,,237.5,,240.0,-0.48000002,0.3800053596496582,13.940001
MSFT,long_straddle_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,236.69,242.26,,237.5,,240.0,-3.38,3.260005474090576,31.580002
BABA,short_straddle_hold,2021-03-01,2021-04-01,2021-04-01,,241.62,223.94,,242.5,,,20.48,-18.55999755859375,20.48
BABA,long_call_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,241.62,223.94,,242.5,,245.0,-1.1000004,1.0099999904632568,20.76
BABA,long_straddle_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,241.62,223.94,,242.5,,245.0,-4.550001,4.370002746582031,45.510002
BAC,short_straddle_hold,2021-03-01,2021-04-01,2021-04-01,,35.98,39.33,,36.0,,,2.6,-3.3300018310546875,2.6
BAC,long_call_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,35.98,39.33,,36.0,,36.0,-0.3499999,0.12999820709228516,2.77
BAC,long_straddle_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,35.98,39.33,,36.0,,36.0,-0.69000006,0.27999821305274963,5.89
VXX,short_straddle_hold,2021-03-01,2021-04-01,2021-04-01,,14.78,11.03,,15.5,,,3.44,-4.470000267028809,3.44
VXX,long_call_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,14.78,11.03,,15.5,,16.0,-0.32999992,0.10999999940395355,3.01
VXX,long_straddle_calendar_30_60,2021-03-01,2021-04-01,2021-04-01,2021-04-16,14.78,11.03,,15.5,,16.0,-1.12,0.7199997901916504,8.0
SNDL,short_straddle_hold,2021-03-01,2021-04-01,2021-04-01,,1.35,1.12,,2.0,,,1.11,-0.8799999952316284,1.11
