ticker,strategy,open_date,close_date,near_expiry,far_expiry,spot_at_open,spot_at_close,strike_15d_30dte,strike_50d_30dte,strike_85d_30dte,strike_50d_60dte,entry_cashflow,exit_cashflow,notional
NVDA,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,158.06,173.95,,160.0,,,13.58,-13.949996948242188,13.58
NVDA,long_call_butterfly_hold,2025-06-30,2025-08-01,2025-08-01,,158.06,173.95,177.5,160.0,141.0,,-8.2300005,5.0500030517578125,8.2300005
TSLA,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,317.44,303.13,,325.0,,,46.58,-21.8699951171875,46.58
IWM,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,216.05,214.97,,217.5,,,10.92,-2.529998779296875,10.92
AAPL,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,206.49,202.59,,210.0,,,14.860001,-7.410003662109375,14.860001
AAPL,long_call_butterfly_hold,2025-06-30,2025-08-01,2025-08-01,,206.49,202.59,230.0,210.0,185.0,,-12.619999,17.589996337890625,12.619999
PLTR,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,135.08,154.66,,137.0,,,17.619999,-17.660003662109375,17.619999
PLTR,long_call_butterfly_hold,2025-06-30,2025-08-01,2025-08-01,,135.08,154.66,165.0,137.0,115.0,,-8.07,4.339996337890625,14.07
AMD,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,141.7,171.61,,143.0,,,14.28,-28.610000610351562,14.28
AMD,long_call_butterfly_hold,2025-06-30,2025-08-01,2025-08-01,,141.7,171.61,165.0,143.0,125.0,,-6.49,-4.0,10.49
AMZN,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,219.63,214.91,,220.0,,,18.16,-5.089996337890625,18.16
MSTR,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,401.72,373.73,,405.0,,,49.379997,-31.269989013671875,49.379997
SLV,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,32.8,33.61,,33.0,,,2.04,-0.6100006103515625,2.04
SLV,long_call_butterfly_hold,2025-06-30,2025-08-01,2025-08-01,,32.8,33.61,36.5,33.0,30.5,,-0.8399999,1.8899993896484375,1.8399999
INTC,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,22.43,19.26,,23.0,,,2.8400002,-3.739999771118164,2.8400002
GLD,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,304.53,309.4,,306.0,,,11.799999,-3.399993896484375,11.799999
META,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,737.97,748.98,,745.0,,,67.39,-3.97998046875,67.39
GOOGL,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,176.29,188.9,,180.0,,,15.23,-8.899993896484375,15.23
SMCI,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,49.11,56.29,,50.0,,,8.29,-6.290000915527344,8.29
SOFI,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,18.24,21.26,,18.5,,,3.0900002,-2.760000228881836,3.0900002
HOOD,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,93.69,100.0,,95.0,,,16.96,-5.0,16.96
MARA,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,15.73,15.54,,16.0,,,2.46,-0.46000003814697266,2.46
MARA,long_call_butterfly_hold,2025-06-30,2025-08-01,2025-08-01,,15.73,15.54,20.5,16.0,13.0,,-1.04,2.5399999618530273,2.54
MSFT,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,498.46,524.14,,500.0,,,28.65,-24.1400146484375,28.65
TQQQ,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,82.94,83.0,,84.0,,,10.12,-1.0,10.12
COIN,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,349.68,318.71,,355.0,,,50.6,-36.290008544921875,50.6
AVGO,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,274.13,289.39,,275.0,,,23.59,-14.3900146484375,23.59
GME,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,24.16,22.13,,24.5,,,3.19,-2.3700008392333984,3.19
SOXL,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,24.99,24.11,,26.0,,,5.09,-1.8899993896484375,5.09
GOOG,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,177.28,189.88,,180.0,,,15.05,-9.8800048828125,15.05
GOOG,long_call_butterfly_hold,2025-06-30,2025-08-01,2025-08-01,,177.28,189.88,200.0,180.0,160.0,,-8.200001,10.1199951171875,8.200001
CRWV,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,163.46,104.52,,160.0,,,36.94,-55.480003356933594,36.94
RGTI,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,11.84,14.2,,12.5,,,2.6599998,-1.6999998092651367,2.6599998
TSLL,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,11.79,10.32,,12.5,,,3.5099998,-2.1800003051757812,3.5099998
MU,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,123.19,104.63,,124.0,,,11.4,-19.37000274658203,11.4
NIO,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,3.45,4.94,,3.5,,,0.44,-1.440000057220459,0.44
NIO,long_call_butterfly_hold,2025-06-30,2025-08-01,2025-08-01,,3.45,4.94,4.0,3.5,3.0,,-0.17999998,0.0,0.17999998
UNH,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,311.41,235.47,,315.0,,,38.08,-79.52999877929688,38.08
FXI,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,36.72,36.78,,37.0,,,2.06,-0.220001220703125,2.06
NFLX,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,1337.04,1157.5,,1355.0,,,136.2,-197.5,136.2
XLF,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,52.28,51.39,,52.5,,,2.04,-1.1100006103515625,2.04
PFE,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,24.24,23.48,,24.0,,,1.28,-0.5200004577636719,1.28
RIVN,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,13.71,12.41,,14.0,,,1.78,-1.5900001525878906,1.78
SQQQ,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,19.59,19.51,,20.0,,,2.5900002,-0.48999977111816406,2.5900002
BAC,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,47.11,45.59,,47.0,,,2.87,-1.4099998474121094,2.87
ORCL,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,220.06,244.95,,222.5,,,17.17,-22.449996948242188,17.17
HIMS,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,49.83,62.14,,52.0,,,11.37,-10.139999389648438,11.37
GDX,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,51.97,52.39,,52.5,,,3.77,-0.1100006103515625,3.77
KWEB,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,34.28,34.45,,34.5,,,2.33,-0.049999237060546875,2.33
RIOT,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,11.29,11.16,,11.5,,,2.0,-0.3400001525878906,2.0
RIOT,long_call_butterfly_hold,2025-06-30,2025-08-01,2025-08-01,,11.29,11.16,15.0,11.5,9.0,,-0.89,2.1599998474121094,1.89
UBER,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,93.16,86.79,,94.0,,,8.3,-7.209999084472656,8.3
F,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,10.82,10.8,,11.0,,,0.86,-0.19999980926513672,0.86
EWZ,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,28.86,26.66,,29.0,,,1.81,-2.3400001525878906,1.81
SOUN,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,10.75,10.14,,11.0,,,2.29,-0.8599996566772461,2.29
BA,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,208.87,221.85,,210.0,,,17.220001,-11.850006103515625,17.220001
AAL,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,11.27,10.98,,11.5,,,1.46,-0.5200004577636719,1.46
TSM,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,226.44,234.6,,230.0,,,19.6,-4.600006103515625,19.6
NKE,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,70.84,74.44,,71.0,,,4.77,-3.44000244140625,4.77
NKE,long_call_butterfly_hold,2025-06-30,2025-08-01,2025-08-01,,70.84,74.44,78.0,71.0,65.0,,-2.1799998,2.55999755859375,3.1799998
QBTS,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,14.57,16.52,,15.0,,,3.33,-1.5200004577636719,3.33
SNAP,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,8.68,9.0,,9.5,,,1.69,-0.5,1.69
SNAP,long_call_butterfly_hold,2025-06-30,2025-08-01,2025-08-01,,8.68,9.0,12.0,9.5,7.0,,-1.26,2.0,1.26
WMT,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,97.78,98.41,,98.0,,,4.67,-0.410003662109375,4.67
CLSK,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,11.02,10.5,,11.5,,,1.93,-1.0,1.93
ASTS,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,46.86,52.76,,49.0,,,11.66,-3.759998321533203,11.66
PYPL,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,74.1,66.86,,75.0,,,7.45,-8.139999389648438,7.45
SMH,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,278.65,284.06,,280.0,,,19.66,-4.05999755859375,19.66
ACHR,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,10.73,9.71,,11.0,,,1.8399999,-1.2899999618530273,1.8399999
RKLB,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,35.86,45.14,,37.0,,,6.8199997,-8.139999389648438,6.8199997
RKLB,long_call_butterfly_hold,2025-06-30,2025-08-01,2025-08-01,,35.86,45.14,48.0,37.0,29.0,,-2.58,-0.1399993896484375,5.58
BULL,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,11.82,13.46,,12.0,,,2.67,-1.4600000381469727,2.67
CORZ,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,17.09,12.63,,18.0,,,4.77,-5.369999885559082,4.77
APLD,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,10.11,12.41,,10.5,,,2.6999998,-1.9099998474121094,2.6999998
MRNA,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,27.61,27.45,,28.0,,,4.21,-0.5499992370605469,4.21
C,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,84.95,91.8,,86.0,,,5.7,-5.8000030517578125,5.7
WULF,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,4.39,4.78,,4.5,,,1.04,-0.2800002098083496,1.04
MRVL,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,77.3,74.47,,78.0,,,8.91,-3.529998779296875,8.91
AI,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,24.59,22.38,,25.0,,,3.04,-2.6200008392333984,3.04
XOM,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,107.94,109.5,,109.0,,,5.98,-0.5,5.98
LCID,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,2.12,2.42,,2.0,,,0.35,-0.4200000762939453,0.35
BBAI,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,6.88,6.46,,7.5,,,2.58,-1.0399999618530273,2.58
AMC,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,3.05,2.85,,3.0,,,0.42000002,-0.15000009536743164,0.42000002
CVNA,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,335.88,365.02,,345.0,,,54.25,-20.019989013671875,54.25
JPM,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,289.25,288.98,,290.0,,,16.33,-1.019989013671875,16.33
RDDT,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,150.01,187.81,,155.0,,,31.400002,-32.80999755859375,31.400002
IONQ,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,43.09,38.23,,45.0,,,9.17,-6.770000457763672,9.17
CIFR,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,4.78,4.97,,5.0,,,1.47,-0.03000020980834961,1.47
RKT,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,14.2,16.45,,14.5,,,1.96,-1.9500007629394531,1.96
WOLF,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,0.41,1.52,,0.5,,,0.27,-1.0199999809265137,0.27
FCX,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,43.45,40.0,,44.0,,,3.94,-4.0,3.94
NVO,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,69.1,48.16,,70.0,,,6.5299997,-21.84000015258789,6.5299997
VZ,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,43.17,42.84,,43.0,,,2.2,-0.15999984741210938,2.2
T,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,28.91,27.79,,29.0,,,1.77,-1.2099990844726562,1.77
OXY,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,42.1,43.2,,42.0,,,3.06,-1.2000007629394531,3.06
TTD,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,72.25,85.79,,73.0,,,7.34,-12.790000915527344,7.34
APP,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,347.88,379.51,,355.0,,,52.83,-24.510009765625,52.83
QS,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,6.76,8.29,,7.0,,,1.8399999,-1.2899999618530273,1.8399999
PLUG,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,1.48,1.4,,1.5,,,0.53,-0.10000002384185791,0.53
CMG,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,56.19,42.57,,57.0,,,5.19,-14.430000305175781,5.19
BITO,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,21.46,20.51,,21.0,,,2.29,-0.48999977111816406,2.29
U,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,23.98,31.68,,24.5,,,3.6399999,-7.180000305175781,3.6399999
NU,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,13.77,12.04,,14.0,,,1.26,-1.9600000381469727,1.26
NU,long_call_butterfly_hold,2025-06-30,2025-08-01,2025-08-01,,13.77,12.04,16.0,14.0,12.0,,-0.95000005,0.039999961853027344,0.95000005
MSTU,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,8.59,6.98,,9.0,,,2.09,-2.0199999809265137,2.09
WFC,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,80.06,77.84,,81.0,,,5.44,-3.160003662109375,5.44
SOXS,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,7.91,8.02,,8.0,,,1.69,-0.020000457763671875,1.69
DKNG,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,42.83,43.7,,43.0,,,4.0,-0.7000007629394531,4.0
CCL,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,28.05,28.98,,28.5,,,2.47,-0.4799995422363281,2.47
CLF,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,7.66,10.08,,8.0,,,1.29,-2.0799999237060547,1.29
DIS,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,124.03,116.41,,125.0,,,5.62,-8.589996337890625,5.62
EOSE,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,5.13,5.55,,5.5,,,1.42,-0.05000019073486328,1.42
RUN,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,8.29,9.96,,9.0,,,2.77,-0.9600000381469727,2.77
ARM,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,162.09,137.25,,165.0,,,22.18,-27.75,22.18
CRCL,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,181.28,169.88,,190.0,,,51.29,-20.1199951171875,51.29
MRK,short_straddle_hold,2025-06-30,2025-08-01,2025-08-01,,79.06,79.41,,80.0,,,6.33,-0.589996337890625,6.33
