ticker,strategy,open_date,close_date,near_expiry,far_expiry,spot_at_open,spot_at_close,strike_15d_30dte,strike_50d_30dte,strike_85d_30dte,strike_50d_60dte,entry_cashflow,exit_cashflow,notional
SPY,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,455.67,456.44,,458.0,,,12.360001,-10.770000457763672,12.360001
QQQ,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,379.31,382.99,,382.0,,,15.98,-14.09000015258789,15.98
TSLA,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,266.09,260.72,,270.0,,,27.83,-24.389999389648438,27.83
IWM,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,195.2,197.55,,196.0,,,8.15,-7.430000305175781,8.15
NVDA,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,456.56,465.2,,465.0,,,66.14,-61.94000244140625,66.14
AAPL,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,194.18,195.84,,195.0,,,10.18,-9.729999542236328,10.18
AMZN,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,129.12,131.81,,131.0,,,12.469999,-11.649999618530273,12.469999
AMD,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,113.37,117.58,,115.0,,,13.780001,-13.799999237060547,13.780001
MSFT,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,350.22,336.86,,355.0,,,26.779999,-22.600000381469727,26.779999
META,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,294.84,323.13,,300.0,,,36.75,-29.529998779296875,36.75
AMC,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,5.11,4.92,,5.0,,,2.37,-1.869999885559082,2.37
HYG,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,75.13,74.69,,75.0,,,1.24,-1.0899999141693115,1.24
BAC,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,32.11,31.56,,32.0,,,1.6700001,-1.3499999046325684,1.6700001
PLTR,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,16.62,19.91,,17.0,,,3.22,-4.349999904632568,3.22
BABA,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,95.03,100.1,,97.0,,,10.71,-10.100000381469727,10.71
SQQQ,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,17.52,17.04,,18.0,,,2.33,-2.119999885559082,2.33
GOOG,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,123.18,132.16,,124.0,,,9.5,-10.029999732971191,9.5
COIN,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,98.43,94.25,,102.0,,,20.74,-19.860000610351562,20.74
NFLX,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,429.49,439.65,,435.0,,,32.899998,-28.799999237060547,32.899998
INTC,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,34.0,35.78,,34.0,,,3.42,-2.8399999141693115,3.42
SLV,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,22.63,22.31,,23.0,,,1.27,-1.1799999475479126,1.27
MARA,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,16.29,16.86,,17.0,,,4.25,-3.6399998664855957,4.25
NIO,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,11.89,14.68,,12.0,,,1.99,-3.2100000381469727,1.99
F,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,13.59,13.38,,13.5,,,1.14,-0.75,1.14
SOFI,short_straddle_1w,2023-07-25,2023-08-01,2023-08-25,,9.36,10.36,,9.5,,,1.76,-1.5199999809265137,1.76
