ticker,strategy,open_date,close_date,near_expiry,far_expiry,spot_at_open,spot_at_close,strike_15d_30dte,strike_50d_30dte,strike_85d_30dte,strike_50d_60dte,entry_cashflow,exit_cashflow,notional
SPX,short_straddle_hold,2025-08-01,2025-09-02,2025-09-02,,6253.67,6407.58,,6260.0,,,228.72,-147.580078125,228.72
XSP,short_straddle_hold,2025-08-01,2025-09-02,2025-09-02,,625.4,640.677,,625.0,,,23.099998,-15.677001953125,23.099998
SPY,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,643.56,639.61,,645.0,,,17.57,-17.440000534057617,17.57
QQQ,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,571.56,564.98,,574.0,,,21.21,-20.84000015258789,21.21
NVDA,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,180.93,170.62,,185.0,,,18.7,-17.18000030517578,18.7
TSLA,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,348.37,329.46,,355.0,,,39.65,-37.09000015258789,39.65
IWM,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,232.72,233.59,,233.0,,,11.33,-10.829999923706055,11.33
AAPL,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,227.69,229.05,,230.0,,,12.82,-11.520000457763672,12.82
PLTR,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,157.61,157.22,,160.0,,,19.619999,-16.520000457763672,19.619999
VIX,short_straddle_1w,2025-08-25,2025-09-02,2025-09-24,,18.2,17.68,,19.0,,,3.85,-3.820000171661377,3.85
AMD,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,163.89,161.61,,165.0,,,16.32,-14.200000762939453,16.32
AMZN,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,228.75,225.63,,230.0,,,12.940001,-11.770000457763672,12.940001
IBIT,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,63.14,62.84,,64.0,,,5.37,-4.930000305175781,5.37
MSTR,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,345.57,342.73,,350.0,,,45.45,-39.55999755859375,45.45
SLV,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,35.08,37.14,,35.5,,,1.99,-2.440000057220459,1.99
INTC,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,24.56,24.13,,25.0,,,3.03,-2.25,3.03
TLT,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,86.85,85.62,,87.0,,,2.4299998,-2.5799999237060547,2.4299998
GLD,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,310.02,325.88,,312.0,,,10.25,-17.40999984741211,10.25
META,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,754.71,734.25,,760.0,,,46.66,-45.56999969482422,46.66
GOOGL,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,209.05,210.83,,210.0,,,14.940001,-14.069999694824219,14.940001
SMCI,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,44.3,40.42,,45.0,,,5.74,-6.140000343322754,5.74
SOFI,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,26.21,24.95,,27.0,,,3.9899998,-3.569999933242798,3.9899998
HOOD,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,108.39,101.36,,111.0,,,16.76,-15.469999313354492,16.76
MARA,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,15.43,16.02,,16.0,,,2.44,-2.2300000190734863,2.44
MSFT,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,505.11,504.12,,510.0,,,22.24,-20.25,22.24
TQQQ,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,90.15,86.78,,91.0,,,9.99,-9.729999542236328,9.99
AVGO,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,295.6,298.16,,300.0,,,33.670002,-30.65999984741211,33.670002
GME,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,22.73,23.19,,23.5,,,3.6000001,-3.369999885559082,3.6000001
SOXL,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,27.44,25.05,,28.5,,,5.3100004,-5.12000036239624,5.3100004
BABA,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,124.66,138.22,,126.0,,,12.41,-15.180000305175781,12.41
GOOG,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,209.71,211.54,,210.0,,,15.16,-14.079999923706055,15.16
CRWV,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,92.75,92.32,,95.0,,,16.09,-15.069999694824219,16.09
BYND,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,2.62,2.38,,2.5,,,0.71,-0.5600000023841858,0.71
RGTI,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,14.48,15.43,,15.0,,,2.69,-2.619999885559082,2.69
TSLL,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,13.41,11.96,,14.0,,,3.0900002,-2.890000104904175,3.0900002
MU,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,116.75,118.21,,119.0,,,14.67,-14.079999923706055,14.67
NIO,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,6.14,6.54,,6.5,,,1.39,-1.1400001049041748,1.39
UNH,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,304.8,309.12,,305.0,,,23.75,-21.0,23.75
XLF,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,53.31,53.53,,53.5,,,1.77,-1.7000000476837158,1.77
RIVN,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,13.11,13.89,,13.5,,,1.5799999,-1.4900000095367432,1.5799999
SQQQ,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,17.8,18.48,,18.0,,,2.27,-2.2200000286102295,2.27
BAC,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,49.64,50.31,,50.0,,,2.54,-2.3499999046325684,2.54
ORCL,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,236.06,224.87,,240.0,,,29.05,-28.8700008392334,29.05
HIMS,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,43.16,41.7,,44.0,,,7.4300003,-6.4800004959106445,7.4300003
RIOT,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,13.27,14.09,,13.5,,,2.31,-2.179999828338623,2.31
F,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,11.79,11.68,,12.0,,,0.71000004,-0.6499999761581421,0.71000004
SOUN,short_straddle_1w,2025-08-25,2025-09-02,2025-09-26,,12.16,13.32,,12.5,,,2.15,-2.190000057220459,2.15
