ticker,strategy,open_date,close_date,near_expiry,far_expiry,spot_at_open,spot_at_close,strike_15d_30dte,strike_50d_30dte,strike_85d_30dte,strike_50d_60dte,entry_cashflow,exit_cashflow,notional
SPX,short_straddle_hold,2023-12-01,2024-01-02,2024-01-02,,4588.37,4728.02,,4620.0,,,111.71,-108.02001953125,111.71
SPY,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,475.9,471.02,,479.0,,,12.4,-11.660000801086426,12.4
TSLA,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,256.84,246.71,,260.0,,,29.63,-28.110000610351562,29.63
IWM,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,204.44,198.66,,206.0,,,9.809999,-10.119999885559082,9.809999
NVDA,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,494.03,478.99,,500.0,,,39.12,-37.209999084472656,39.12
AAPL,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,193.19,184.84,,195.0,,,7.77,-10.880000114440918,7.77
AMZN,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,153.31,149.45,,155.0,,,9.03,-8.670000076293945,9.03
AMD,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,143.6,137.81,,145.0,,,12.389999,-12.270000457763672,12.389999
MSFT,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,374.74,369.88,,380.0,,,22.11,-21.28999900817871,22.11
META,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,355.11,344.21,,360.0,,,23.330002,-23.190000534057617,23.330002
AMC,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,6.13,6.08,,6.5,,,1.37,-1.149999976158142,1.37
TQQQ,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,51.36,47.53,,52.0,,,5.41,-5.71999979019165,5.41
BAC,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,33.91,33.78,,34.0,,,2.1100001,-1.8600000143051147,2.1100001
PLTR,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,17.73,16.52,,18.0,,,2.1,-2.1500000953674316,2.1
BABA,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,75.91,74.6,,77.0,,,6.45,-5.769999980926514,6.45
TLT,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,98.72,98.31,,99.5,,,3.59,-3.4600000381469727,3.59
SQQQ,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,13.27,14.29,,13.5,,,1.48,-1.4500000476837158,1.48
COIN,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,172.64,156.08,,180.0,,,36.760002,-37.290000915527344,36.760002
MARA,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,26.86,22.84,,30.0,,,11.309999,-10.960000038146973,11.309999
NIO,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,9.39,8.39,,9.5,,,1.54,-1.6299999952316284,1.54
F,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,12.46,12.14,,12.5,,,0.82,-0.75,0.82
SOFI,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,9.96,9.54,,10.0,,,1.48,-1.2599999904632568,1.48
RIVN,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,23.73,20.84,,24.0,,,3.79,-4.059999942779541,3.79
DIS,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,91.1,90.43,,92.0,,,5.1,-4.550000190734863,5.1
XLF,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,37.5,37.66,,37.5,,,1.2,-1.1399999856948853,1.2
C,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,51.41,52.84,,52.0,,,3.33,-3.1700000762939453,3.33
SNAP,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,16.87,15.98,,17.0,,,1.8800001,-1.809999942779541,1.8800001
ARKK,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,53.97,50.28,,54.0,,,4.79,-5.130000114440918,4.79
UBER,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,61.86,58.03,,62.0,,,4.5299997,-5.069999694824219,4.5299997
PFE,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,28.41,29.77,,28.0,,,1.89,-2.2699999809265137,1.89
XOM,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,102.44,102.06,,103.0,,,5.51,-4.730000019073486,5.51
SHOP,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,78.41,73.25,,79.0,,,7.25,-7.800000190734863,7.25
GME,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,17.34,16.62,,17.5,,,2.81,-2.3899998664855957,2.81
LCID,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,4.37,4.13,,4.5,,,0.86,-0.7999999523162842,0.86
CCL,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,18.56,17.23,,19.0,,,1.88,-2.129999876022339,1.88
AAL,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,14.11,13.41,,14.5,,,1.47,-1.5399999618530273,1.47
BA,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,263.18,251.14,,265.0,,,17.130001,-17.709999084472656,17.130001
T,short_straddle_1w,2023-12-26,2024-01-02,2024-01-26,,16.56,17.23,,16.5,,,1.01,-1.0799999237060547,1.01
